id,tagged_sentence
9157,"[('A', 'AT'), ('marked', 'VB'), ('impulse', 'NN'), ('came', 'VB'), ('to', 'IN'), ('the', 'AT'), ('anti-slavery', 'JJ'), ('movement', 'NN'), ('through', 'IN'), ('the', 'AT'), ('Finney', 'JJ'), ('revivals', 'NN'), ('.', '.')]"
9158,"[('He', 'PP'), ('said', 'VB'), (',', ','), ('``', '``'), ('You', 'PP'), ('bet', 'VB'), ('.', '.')]"
9160,"[('The', 'AT'), ('big', 'JJ'), ('fans', 'NN'), ('were', 'BE'), ('going', 'VB'), (',', ','), ('drawing', 'VB'), ('from', 'IN'), ('the', 'AT'), ('large', 'JJ'), ('room', 'NN'), ('the', 'AT'), ('remnants', 'NN'), ('of', 'IN'), ('stale', 'IN'), ('smoke', 'NN'), ('which', 'WD'), ('drifted', 'VB'), ('about', 'RB'), ('in', 'IN'), ('pale', 'JJ'), ('strata', 'CC'), ('underneath', 'IN'), ('the', 'AT'), ('ceiling', 'NN'), ('.', '.')]"
9164,"[('Squatting', 'VB'), (',', ','), ('as', 'CS'), ('if', 'CS'), ('waiting', 'NN'), ('.', '.')]"
9166,"[('The', 'AT'), ('door', 'NN'), ('opened', 'VB'), ('and', 'CC'), ('three', 'CD'), ('men', 'NN'), ('and', 'CC'), ('a', 'AT'), ('woman', 'NN'), ('in', 'IN'), ('a', 'AT'), ('sari', 'NN'), ('swept', 'VB'), ('past', 'IN'), ('him', 'PP'), ('and', 'CC'), ('down', 'IN'), ('the', 'AT'), ('stairs', 'NN'), ('.', '.')]"
9167,"[('The', 'AT'), ('exercise', 'NN'), ('I', 'PP'), ('shall', 'MD'), ('discuss', 'VB'), ('in', 'IN'), ('this', 'DT'), ('--', 'IN'), ('the', 'AT'), ('first', 'OD'), ('of', 'IN'), ('a', 'AT'), ('new', 'JJ'), ('series', 'NN'), ('of', 'IN'), ('articles', 'NN'), ('on', 'IN'), ('muscle', 'NN'), ('definition-specialization', 'NN'), ('of', 'IN'), ('a', 'AT'), ('particular', 'JJ'), ('body', 'NN'), ('part', 'NN'), ('--', '--'), ('is', 'IN'), ('the', 'AT'), ('One', 'CD'), ('Leg', 'JJ'), ('Lunge', 'NN'), ('.', '.')]"
9169,"[('She', 'PP'), ('got', 'VB'), ('to', 'IN'), ('her', 'PP'), ('feet', 'NN'), (',', ','), ('staggered', 'NN'), (',', ','), ('and', 'CC'), ('almost', 'RB'), ('fell', 'VB'), ('.', '.')]"
9173,"[('The', 'AT'), ('cry', 'NN'), ('``', '``'), ('Garryowen', 'NN'), (""''"", ""''""), ('!', '.'), ('!', '.')]"
9177,"[('others', 'NN'), ('never', 'RB'), ('seem', 'BE'), ('able', 'JJ'), ('to', 'TO'), ('enter', 'VB'), ('fully', 'RB'), ('into', 'IN'), ('the', 'AT'), ('life', 'NN'), ('of', 'IN'), ('the', 'AT'), ('classroom', 'NN'), ('.', '.')]"
9179,"[('To', 'IN'), ('the', 'AT'), ('men', 'NN'), ('in', 'IN'), ('the', 'AT'), ('instrument-jammed', 'AT'), ('bomber', 'NN'), ('cockpits', 'NN'), (',', ','), ('submarine', 'AT'), ('compartments', 'NN'), ('and', 'CC'), ('the', 'AT'), ('antiseptic', 'NN'), (',', ','), ('windowless', 'JJ'), ('rooms', 'NN'), ('that', 'WP'), ('would', 'MD'), ('be', 'BE'), ('the', 'AT'), ('foxholes', 'NN'), ('of', 'IN'), (""tomorrow's"", 'AT'), ('impersonal', 'JJ'), ('intercontinental', 'JJ'), ('wars', 'NN'), (',', ','), ('the', 'AT'), ('questions', 'NN'), ('seem', 'VB'), ('farfetched', 'NN'), ('.', '.')]"
9181,"[('Yet', 'CC'), ('even', 'RB'), ('in', 'IN'), ('the', 'AT'), ('more', 'QL'), ('extreme', 'NN'), ('of', 'IN'), ('such', 'JJ'), ('cases', 'NN'), ('we', 'PP'), ('seldom', 'TO'), ('go', 'VB'), ('very', 'QL'), ('far', 'RB'), ('astray', 'NN'), ('in', 'IN'), ('guessing', 'VB'), ('what', 'WD'), ('his', 'PP'), ('age', 'NN'), ('actually', 'NN'), ('is', 'BE'), ('.', '.')]"
9183,"[('This', 'DT'), ('happy', 'JJ'), ('bulletin', 'AT'), ('convulsed', ','), ('Mr.', 'NP'), ('Gorboduc', 'NN'), ('.', '.')]"
9184,"[('``', '``'), ('One', 'CD'), (""shouldn't"", 'RN'), ('mix', 'IN'), ('commercial', 'JJ'), ('affairs', 'NN'), ('with', 'IN'), ('patriarchy', 'NN'), (',', ','), ('but', 'CC'), ('in', 'IN'), ('this', 'DT'), ('case', 'NN'), ('I', 'PP'), ('have', 'HV'), ('no', 'AT'), ('choice', 'NN'), ('.', '.')]"
9188,"[('About', 'RB'), ('45', 'CD'), ('percent', 'NN'), ('of', 'IN'), ('the', 'AT'), ('loss', 'NN'), ('in', 'IN'), ('growth', 'NN'), ('was', 'BE'), ('attributable', 'VB'), ('to', 'IN'), ('disease', 'NN'), (',', ','), ('20', 'CD'), ('percent', 'NN'), ('to', 'IN'), ('insects', 'NN'), (',', ','), ('17', 'CD'), ('percent', 'NN'), ('to', 'IN'), ('fire', 'NN'), (',', ','), ('and', 'CC'), ('18', 'CD'), ('percent', 'NN'), ('to', 'IN'), ('weather', 'NN'), (',', ','), ('animals', 'NN'), (',', ','), ('and', 'CC'), ('various', 'AT'), ('other', 'AP'), ('causes', 'NN'), ('.', '.')]"
9189,"[(""I'd"", 'PP'), ('tell', 'VB'), ('him', 'PP'), ('everything', ','), (""I'd"", 'PP'), ('learned', 'VB'), ('about', 'IN'), (""Seaton's"", 'JJ'), ('habits', 'NN'), ('and', 'CC'), ('habitat', 'NN'), (',', ','), ('and', 'CC'), (""he'd"", 'PP'), ('tell', 'VB'), ('me', 'PP'), ('the', 'AT'), ('score', 'NN'), ('on', 'IN'), ('Radic', 'NN'), ('.', '.')]"
9190,"[('In', 'IN'), ('that', 'DT'), ('function', 'NN'), (',', ','), ('he', 'PP'), ('helps', 'VB'), ('to', 'TO'), ('rebut', 'VB'), ('another', 'DT'), ('legend', 'NN'), ('about', 'IN'), ('the', 'AT'), ('Comedie', 'NN'), ('.', '.')]"
9195,"[('Lefty', 'NN'), ('Wyman', 'RN'), ('Carey', 'NN'), (',', ','), ('another', 'DT'), ('Denver', 'AT'), ('rookie', 'NN'), (',', ','), ('will', 'MD'), ('be', 'BE'), ('on', 'IN'), ('the', 'AT'), ('mound', 'NN'), ('against', 'IN'), ('veteran', 'NN'), ('John', 'NP'), ('Tsitouris', 'NN'), ('at', 'IN'), ('8', 'CD'), (""o'clock"", 'RB'), ('Tuesday', 'NR'), ('night', 'NN'), ('.', '.')]"
9201,"[('press', 'NN'), ('scored', 'VB'), ('handle', 'NN'), ('ends', 'VB'), ('firmly', 'RB'), ('in', 'IN'), ('place', 'NN'), ('using', 'VB'), ('dowel', 'VB'), ('to', 'TO'), ('reinforce', 'VB'), ('container', 'NN'), ('while', 'CS'), ('pressing', '.'), (';', '.'), (';', '.')]"
9202,"[('They', 'PP'), ('would', 'MD'), ('be', 'BE'), ('lolling', 'NN'), ('under', 'IN'), ('a', 'AT'), ('tree', 'NN'), ('sipping', 'VB'), ('Ouzo', 'NN'), (',', ','), ('relishing', 'IN'), ('the', 'AT'), ('leisurely', 'JJ'), ('life', 'NN'), (',', ','), ('assuring', 'VB'), ('him', 'PP'), ('that', 'CS'), ('the', 'AT'), ('day', 'NN'), ('was', 'BE'), ('yet', 'AT'), ('young', 'JJ'), ('.', '.')]"
9204,"[('So', 'RB'), (""junior's"", 'AT'), ('bedroom', 'NN'), ('was', 'BE'), ('usually', 'RB'), ('tricked', 'VB'), ('out', 'RP'), ('with', 'IN'), ('heavy', 'JJ'), (',', ','), ('nondescript', 'JJ'), ('pieces', 'NN'), ('that', 'WP'), ('supposedly', 'PP'), ('could', 'MD'), ('take', 'VB'), ('the', 'AT'), ('``', '``'), ('hard', 'JJ'), ('knocks', 'NN'), (""''"", ""''""), (',', ','), ('while', 'CS'), ('the', 'AT'), ('fine', 'JJ'), ('secretary', 'NN'), ('was', 'BE'), ('relegated', 'VB'), ('to', 'IN'), ('the', 'AT'), ('parlor', 'NN'), ('where', 'WR'), ('it', 'PP'), ('was', 'BE'), ('for', 'IN'), ('show', 'VB'), ('only', 'RB'), ('.', '.')]"
9207,"[('Does', 'DO'), ('making', 'IN'), ('your', 'PP'), ('own', 'JJ'), ('clothes', 'NN'), ('or', 'CC'), ('even', 'RB'), ('doll', 'PP'), ('clothes', 'NN'), (',', ','), ('interest', 'VB'), ('you', 'PP'), ('?', '.'), ('?', '.')]"
9209,"[('``', '``'), ('Goolick', 'NN'), (',', ','), ('goooolick', 'NN'), (""''"", ""''""), (',', ','), ('creaked', 'IN'), ('a', 'AT'), ('sea', 'NN'), ('gull', 'NN'), ('.', '.')]"
9213,"[('Organization', 'NN'), (':', ':')]"
9215,"[('Matthew', 'NP'), ('6', 'NN'), (':', ':'), ('14-15', 'NN'), ('.', '.')]"
9216,"[('Sort', 'VB'), ('out', 'IN'), ('the', 'AT'), ('next', 'AP'), ('move', 'NN'), ('.', '.')]"
9217,"[('Where', 'WR'), ('should', 'MD'), ('I', 'PP'), ('go', 'VB'), ('?', '.'), ('?', '.')]"
9227,"[('In', 'IN'), ('fact', 'NN'), (',', ','), ('during', 'IN'), ('the', 'AT'), ('first', 'OD'), ('century', 'NN'), ('B.C.', 'NN'), (',', ','), ('an', 'AT'), ('extensive', 'JJ'), ('literature', 'NN'), ('sprang', 'VB'), ('up', 'RP'), ('devoted', 'VB'), ('to', 'IN'), ('these', 'DT'), ('subjects', 'NN'), (',', ','), ('finding', 'VB'), ('its', 'PP'), ('typical', 'JJ'), ('expression', 'NN'), ('in', 'IN'), ('the', 'AT'), ('so-called', 'JJ'), ('``', '``'), ('wei', 'JJ'), ('books', 'NN'), (""''"", ""''""), (',', ','), ('a', 'AT'), ('number', 'NN'), ('of', 'IN'), ('which', 'WD'), ('were', 'BE'), ('specifically', 'RB'), ('devoted', 'VB'), ('to', 'IN'), ('the', 'AT'), ('Lo', 'NP'), ('Shu', 'NP'), ('and', 'CC'), ('related', 'VB'), ('numerical', 'JJ'), ('diagrams', 'NN'), (',', ','), ('especially', 'RB'), ('in', 'IN'), ('connection', 'NN'), ('with', 'IN'), ('divination', 'NN'), ('.', '.')]"
9229,"[('The', 'AT'), ('new', 'JJ'), ('column', 'NN'), ('by', 'IN'), ('Maurice', 'NP'), ('Stans', 'NN'), ('regarding', 'IN'), ('business', 'NN'), ('scandals', 'NN'), (',', ','), ('is', 'BE'), ('fair', 'NN'), ('and', 'CC'), ('accurate', 'NN'), ('in', 'IN'), ('most', 'AP'), ('respects', 'NN'), ('and', 'CC'), ('his', 'PP'), ('solution', 'VB'), ('to', 'IN'), ('the', 'AT'), ('problem', 'NN'), ('has', 'HV'), ('some', 'DT'), ('merit', 'NN'), ('.', '.')]"
9235,"[('Bong', 'UH'), ('!', '.'), ('!', '.')]"
9238,"[('Ideally', 'RB'), (',', ','), ('the', 'AT'), ('President', 'NN'), ('would', 'MD'), ('like', 'VB'), ('the', 'AT'), ('French', 'JJ'), ('to', 'TO'), ('agree', 'VB'), ('on', 'IN'), ('a', 'AT'), ('``', '``'), ('status', 'NN'), ('quo', 'FW'), ('ante', 'NN'), (""''"", ""''""), ('on', 'IN'), ('Bizerte', 'NN'), (',', ','), ('and', 'CC'), ('accept', 'VB'), ('a', 'AT'), ('new', 'JJ'), ('timetable', 'NN'), ('for', 'IN'), ('withdrawing', 'IN'), ('their', 'PP'), ('forces', 'NN'), ('from', 'IN'), ('the', 'AT'), ('Mediterranean', 'AT'), ('base', 'NN'), ('.', '.')]"
9240,"[('She', 'PP'), ('would', 'MD'), ('not', '*'), ('accept', 'VB'), ('the', 'AT'), ('death', 'NN'), ('of', 'IN'), ('such', 'AB'), ('a', 'AT'), ('little', 'JJ'), ('child', 'NN'), ('.', '.')]"
9241,"[('he', 'PP'), ('had', 'HV'), ('been', 'BE'), ('at', 'IN'), ('the', 'AT'), ('Dumont', 'NN'), ('for', 'IN'), ('almost', 'RB'), ('a', 'AT'), ('week', 'NN'), ('.', '.')]"
9243,"[('I', 'PP'), ('felt', 'VB'), ('like', 'CS'), ('a', 'AT'), ('Hun', 'NN'), ('in', 'IN'), ('Rome', 'NP'), ('.', '.')]"
9251,"[('it', 'PP'), ('would', 'MD'), ('certainly', 'RB'), ('violate', 'IN'), ('the', 'AT'), ('intention', 'NN'), ('of', 'IN'), ('Congress', 'NP'), ('as', 'CS'), ('expressed', 'VB'), ('in', 'IN'), ('the', 'AT'), ('Committee', 'NN'), ('Report', 'NN'), (';', '.'), (';', '.')]"
9252,"[('He', 'PP'), ('thanked', 'VB'), ('me', 'PP'), ('.', '.')]"
9253,"[(""I'll"", 'PP'), ('get', 'VB'), ('it', 'PP'), ('hauled', 'VB'), ('away', 'RB'), ('.', '.')]"
9258,"[('He', 'PP'), ('is', 'BE'), ('innocent', 'JJ'), (""''"", ""''""), ('.', '.')]"
9259,"[('The', 'AT'), ('line', 'NN'), ('is', 'BE'), ('a', 'AT'), ('pretty', 'QL'), ('good', 'JJ'), ('one', 'CD'), ('.', '.')]"
9262,"[('Thus', 'RB'), ('there', 'EX'), ('is', 'BE'), ('a', 'AT'), ('clearer', 'JJ'), ('division', 'NN'), ('of', 'IN'), ('authority', 'NN'), (',', ','), ('administrative', 'NN'), ('and', 'CC'), ('legislative', 'NN'), ('.', '.')]"
9263,"[('At', 'IN'), ('100', 'CD'), ('Amp', 'IN'), ('the', 'AT'), ('360', 'NN'), ('cycle', 'NN'), ('ripple', 'PP'), ('was', 'BE'), ('less', 'AP'), ('than', 'IN'), ('0.5', 'NN'), ('V', 'NN'), ('(', '('), ('peak', 'VB'), ('to', 'IN'), ('peak', 'NN'), (')', ')'), ('with', 'IN'), ('a', 'AT'), ('resistive', 'AT'), ('load', 'NN'), ('.', '.')]"
9267,"[('Beatrice', 'NP'), ('(', '('), ('Nan', 'NP'), ('Martin', 'NP'), (')', ')'), ('and', 'CC'), ('Benedick', 'NN'), ('(', '('), ('J.', 'NP'), ('D.', 'NP'), ('Cannon', 'NP'), (')', ')'), ('took', 'IN'), ('their', 'PP'), ('places', 'VB'), ('on', 'IN'), ('the', 'AT'), ('stage', 'NN'), ('.', '.')]"
9268,"[('The', 'AT'), ('small', 'JJ'), ('amount', 'NN'), ('of', 'IN'), ('insoluble', 'JJ'), ('material', 'NN'), ('which', 'WD'), ('precipitated', 'NN'), ('during', 'IN'), ('dialysis', 'NN'), ('was', 'BE'), ('suspended', 'VB'), ('in', 'IN'), ('approximately', 'RB'), ('5', 'CD'), ('ml', 'NN'), ('of', 'IN'), ('starting', 'VB'), ('buffer', 'NN'), (',', ','), ('centrifuged', 'NN'), (',', ','), ('resuspended', 'NN'), ('in', 'IN'), ('2.5', 'CD'), ('ml', 'NN'), ('of', 'IN'), ('isotonic', 'JJ'), ('saline', 'NN'), ('and', 'CC'), ('tested', 'VB'), ('for', 'IN'), ('antibody', 'NN'), ('activity', 'NN'), ('.', '.')]"
9270,"[('Why', 'WR'), ('do', 'DO'), ('you', 'PP'), ('have', 'HV'), ('to', 'TO'), ('jump', 'VB'), ('me', 'PP'), ('the', 'AT'), ('first', 'OD'), ('time', 'NN'), ('something', 'NN'), ('goes', 'VB'), ('wrong', '.'), ('?', '.'), ('?', '.')]"
9271,"[('Another', 'DT'), ('source', 'NN'), ('of', 'IN'), ('intellectual', 'JJ'), ('stimulus', 'NN'), ('was', 'BE'), ('opened', 'VB'), ('to', 'IN'), ('her', 'PP'), ('at', 'IN'), ('that', 'DT'), ('time', 'NN'), ('by', 'IN'), ('the', 'AT'), ('founding', 'NN'), ('of', 'IN'), ('Johns', 'NP'), ('Hopkins', 'NP'), ('University', 'NN'), ('within', 'IN'), ('walking', 'VB'), ('distance', 'NN'), ('of', 'IN'), ('home', 'NN'), ('.', '.')]"
9273,"[('The', 'AT'), ('fees', 'NN'), ('for', 'IN'), ('the', 'AT'), ('rental', 'NN'), ('of', 'IN'), ('chauffeur-driven', 'JJ'), ('cars', 'NN'), ('vary', 'VB'), ('in', 'IN'), ('the', 'AT'), ('different', 'JJ'), ('countries', 'NN'), ('in', 'IN'), ('the', 'AT'), ('same', 'AP'), ('manner', 'NN'), ('as', 'CS'), ('they', 'PP'), ('do', 'DO'), ('for', 'IN'), ('the', 'AT'), ('drive-yourself', 'JJ'), ('cars', 'NN'), ('.', '.')]"
9274,"[('His', 'PP'), ('interpretation', 'NN'), ('was', 'BE'), ('a', 'AT'), ('model', 'NN'), ('of', 'IN'), ('refinement', 'NN'), ('and', 'CC'), ('accuracy', 'NN'), ('.', '.')]"
9276,"[('The', 'AT'), ('dress', 'NN'), ('in', 'IN'), ('the', 'AT'), ('painting', 'NN'), ('is', 'BE'), ('a', 'AT'), ('bright', 'JJ'), ('red', 'NN'), (',', ','), ('with', 'IN'), ('rhinestones', 'NN'), ('forming', 'VB'), ('a', 'AT'), ('spray', 'NN'), ('on', 'IN'), ('the', 'AT'), ('right', 'JJ'), ('side', 'NN'), ('.', '.')]"
9286,"[('``', '``'), ('Jake', 'RN'), ('Carwood', 'NN'), ('.', '.')]"
9287,"[('The', 'AT'), ('symptoms', 'IN'), ('Saturday', 'NR'), ('night', 'NN'), ('were', 'BE'), ('unmistakable', 'NN'), ('.', '.')]"
9288,"[('Presumably', 'RB'), ('a', 'AT'), ('cocktail', 'NN'), ('party', 'NN'), ('is', 'BE'), ('expected', 'VB'), ('to', 'TO'), ('fulfill', 'VB'), ('the', 'AT'), (""host's"", 'AT'), ('desire', 'NN'), ('to', 'TO'), ('get', 'VB'), ('together', 'RB'), ('a', 'AT'), ('number', 'NN'), ('of', 'IN'), ('people', 'NN'), ('who', 'WP'), ('are', 'BE'), ('inadequately', 'RB'), ('acquainted', 'NN'), ('and', 'CC'), ('thereby', 'RB'), ('arrange', 'NN'), ('for', 'IN'), ('bringing', 'VB'), ('the', 'AT'), ('level', 'NN'), ('of', 'IN'), ('acquaintance', 'VB'), ('up', 'RP'), ('to', 'IN'), ('adequacy', 'NN'), ('for', 'IN'), ('future', 'JJ'), ('cooperative', 'JJ'), ('endeavors', 'NN'), ('.', '.')]"
9293,"[('You', 'PP'), ('will', 'MD'), ('get', 'VB'), ('to', 'TO'), ('come', 'VB'), ('home', 'NN'), ('on', 'IN'), ('long', 'JJ'), ('weekends', 'NN'), ('from', 'IN'), ('Hanover', 'NP'), (',', ','), (""won't"", 'VB'), ('you', 'PP'), (""''"", ""''""), ('?', '.'), ('?', '.')]"
9294,"[('``', '``'), ('What', 'WD'), ('about', 'IN'), ('your', 'PP'), ('pa', 'NN'), (""''"", ""''""), ('?', '.'), ('?', '.')]"
9296,"[('Dresses', 'NN'), ('were', 'BE'), ('short', 'NN'), ('in', 'IN'), ('the', 'AT'), ('days', 'NN'), ('of', 'IN'), ('Mrs.', 'NP'), ('Coolidge', 'NP'), (',', ','), ('and', 'CC'), ('Spanish', 'PP'), ('shawls', 'NN'), ('were', 'BE'), ('thrown', 'VB'), ('over', 'IN'), ('them', 'PP'), ('.', '.')]"
9302,"[('Even', 'RB'), ('after', 'CS'), ('Elizabethan', 'JJ'), ('traditions', 'NN'), ('were', 'BE'), ('weakened', 'VB'), ('by', 'IN'), ('the', 'AT'), ('Cromwellian', 'AT'), ('interregnum', 'NN'), (',', ','), ('the', 'AT'), ('practice', 'NN'), ('of', 'IN'), ('singing', 'VB'), ('together', 'RB'), ('--', '--'), ('choruses', 'NN'), (',', ','), ('catches', 'NN'), ('and', 'CC'), ('glees', 'NN'), ('--', '--'), ('always', 'RB'), ('flourished', 'NN'), ('.', '.')]"
9305,"[('And', 'CC'), ('last', 'AP'), ('week', 'NN'), ('at', 'IN'), ('the', 'AT'), ('Masters', 'NN'), ('Palmer', 'NN'), ('and', 'CC'), ('Player', 'NP'), ('did', 'NN'), ('.', '.')]"
9306,"[('President', 'NN'), ('Kennedy', 'NP'), ('was', 'BE'), ('right', 'JJ'), ('when', 'WR'), ('he', 'PP'), ('said', 'VB'), (',', ','), ('``', '``'), ('We', 'PP'), ('shall', 'MD'), ('never', 'RB'), ('negotiate', 'VB'), ('out', 'RP'), ('of', 'IN'), ('fear', 'NN'), ('and', 'CC'), ('we', 'PP'), ('never', 'RB'), ('shall', 'IN'), ('fear', 'NN'), ('to', 'TO'), ('negotiate', 'VB'), (""''"", ""''""), ('.', '.')]"
9310,"[('there', 'EX'), ('is', 'BE'), ('a', 'AT'), ('limit', 'NN'), ('to', 'IN'), ('how', 'WR'), ('much', 'IN'), ('the', 'AT'), ('public', 'NN'), ('will', 'MD'), ('pay', 'VB'), ('for', 'IN'), ('shoddy', 'AT'), ('performance', 'NN'), ('.', '.')]"
9313,"[('Had', 'HV'), ('a', 'AT'), ('funny', 'JJ'), ('experience', 'NN'), ('at', 'IN'), ('Newport', 'NP'), ('yesterday', 'NR'), ('afternoon', 'NN'), ('.', '.')]"
9315,"[('Lecky', 'NN'), ('and', 'CC'), (""Stanley's"", 'AT'), ('Eastern', 'JJ'), ('Church', 'NN'), ('.', '.')]"
9317,"[('It', 'PP'), ('was', 'BE'), ('laid', 'VB'), ('out', 'RP'), ('in', 'IN'), ('196', 'NN'), ('for', 'IN'), ('chariot', 'JJ'), ('races', 'NN'), ('and', 'CC'), ('other', 'AP'), ('public', 'JJ'), ('games', 'NN'), ('.', '.')]"
9318,"[('``', '``'), ('Better', 'RB'), ('do', 'IN'), ('a', 'AT'), ('Papanicolaou', 'NN'), (""''"", ""''""), (',', ','), ('I', 'PP'), ('told', 'VB'), ('Pete', 'NN'), ('.', '.')]"
9319,"[(')', ')'), ('Starting', 'NN'), ('from', 'IN'), ('this', 'DT'), (',', ','), ('and', 'CC'), ('accepting', 'VB'), ('his', 'PP'), ('estimate', 'NN'), ('of', 'IN'), ('the', 'AT'), ('iniquities', 'NN'), ('of', 'IN'), ('modern', 'JJ'), ('society', 'NN'), (',', ','), ('it', 'PP'), ('would', 'MD'), ('follow', 'VB'), ('that', 'CS'), ('the', 'AT'), ('really', 'QL'), ('disturbing', 'JJ'), ('evidence', 'NN'), ('of', 'IN'), ('alienation', 'NN'), ('would', 'MD'), ('be', 'BE'), ('that', 'DT'), ('of', 'IN'), ('a', 'AT'), ('work-satisfaction', 'JJ'), ('survey', 'NN'), ('which', 'WD'), ('reported', 'RN'), ('widespread', 'NN'), (',', ','), ('stated', 'VB'), ('worker', 'JJ'), ('satisfaction', 'NN'), (',', ','), ('rather', 'RB'), ('than', 'CS'), ('widespread', 'NN'), (',', ','), ('stated', 'AT'), ('worker', 'NN'), ('dissatisfaction', 'NN'), ('.', '.')]"
9320,"[('``', '``'), ('All', 'NN'), ('of', 'IN'), ('us', 'PP'), ('--', '--'), ('every', 'AT'), ('goddam', 'JJ'), ('roach', 'NN'), ('and', 'CC'), ('worm', 'NN'), ('and', 'CC'), ('killer', 'NN'), ('in', 'IN'), ('that', 'DT'), ('jungle', 'NN'), ('.', '.')]"
9321,"[('But', 'CC'), ('it', 'PP'), ('was', 'BE'), ('small', 'JJ'), ('consolation', 'NN'), ('.', '.')]"
9323,"[('Bienville', 'NP'), ('realized', 'VB'), ('that', 'CS'), ('if', 'CS'), ('the', 'AT'), ('French', 'NP'), ('were', 'BE'), ('to', 'TO'), ('hold', 'VB'), ('the', 'AT'), ('southeastern', 'JJ'), ('tribes', 'NN'), ('against', 'IN'), ('the', 'AT'), ('enticements', 'NN'), ('of', 'IN'), ('British', 'JJ'), ('goods', 'NN'), (',', ','), ('French', 'JJ'), ('traders', 'NN'), ('must', 'MD'), ('be', 'BE'), ('able', 'JJ'), ('to', 'TO'), ('offer', 'VB'), ('a', 'AT'), ('supply', 'NN'), ('as', 'CS'), ('abundant', 'NN'), ('as', 'CS'), ('the', 'AT'), ('Carolinians', 'NN'), ('and', 'CC'), ('at', 'IN'), ('reasonable', 'JJ'), ('prices', 'NN'), ('.', '.')]"
9324,"[('``', '``'), ('I', 'PP'), ('told', 'VB'), ('him', 'PP'), ('who', 'WP'), ('I', 'PP'), ('was', 'BE'), ('and', 'CC'), ('he', 'PP'), ('was', 'BE'), ('quite', 'QL'), ('cold', 'NN'), ('.', '.')]"
9325,"[('Comes', 'VB'), ('the', 'AT'), ('suspicious', 'JJ'), ('question', 'NN'), ('.', '.')]"
9326,"[('As', 'CS'), ('church', 'IN'), ('membership', 'NN'), ('burgeoned', 'NN'), (',', ','), ('such', 'JJ'), ('measures', 'NN'), ('faded', 'VB'), ('into', 'IN'), ('desuetude', 'NN'), ('.', '.')]"
9329,"[('British', 'JJ'), ('common', 'JJ'), ('sense', 'NN'), ('is', 'BE'), ('proverbial', 'NN'), ('.', '.')]"
9330,"[('Mileage', 'NN'), ('allowances', 'NN'), ('for', 'IN'), ('state', 'NN'), ('employees', 'NN'), ('are', 'BE'), ('of', 'IN'), ('two', 'CD'), ('types', 'NN'), (':', ':'), ('(', '('), ('A', 'NP'), (')', ')'), ('actual', 'JJ'), ('mileage', 'NN'), ('and', 'CC'), ('(', '('), ('B', 'NP'), (')', ')'), ('fixed', 'VB'), ('monthly', 'NN'), ('allowances', 'NN'), ('.', '.')]"
9331,"[('When', 'WR'), ('Harold', 'NP'), ('Arlen', 'NP'), ('returned', 'VB'), ('to', 'IN'), ('California', 'NP'), ('in', 'IN'), ('the', 'AT'), ('winter', 'NN'), ('of', 'IN'), ('1944', 'NN'), (',', ','), ('it', 'PP'), ('was', 'BE'), ('to', 'TO'), ('take', 'VB'), ('up', 'RP'), ('again', 'RB'), ('a', 'AT'), ('collaboration', 'NN'), ('with', 'IN'), ('Johnny', 'NP'), ('Mercer', 'NP'), (',', ','), ('begun', 'VB'), ('some', 'DT'), ('years', 'NN'), ('before', 'RB'), ('.', '.')]"
9334,"[('``', '``'), ('Know', 'VB'), ('what', 'WD'), ('I', 'PP'), ('had', 'HV'), ('to', 'TO'), ('fix', 'VB'), ('fer', 'RN'), ('Ole', 'IN'), ('Him', 'PP'), (""''"", ""''""), ('?', '.'), ('?', '.')]"
9335,"[('However', 'RB'), (',', ','), ('the', 'AT'), ('Federal', 'JJ'), ('Court', 'NN'), ('held', 'VB'), ('that', 'CS'), ('since', 'IN'), ('the', 'AT'), ('State', 'NN'), ('had', 'HV'), ('accepted', 'VB'), ('the', 'AT'), ('provisions', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Wagner-Peyser', 'NP'), ('Act', 'NN'), ('into', 'IN'), ('its', 'PP'), ('own', 'JJ'), ('Code', 'NN'), (',', ','), ('and', 'CC'), ('presumably', ','), ('therefore', 'RB'), ('also', 'IN'), ('the', 'AT'), ('regulations', 'NN'), (',', ','), ('it', 'PP'), ('was', 'BE'), ('now', 'RB'), ('a', 'AT'), ('State', 'NN'), ('matter', 'NN'), ('.', '.')]"
9336,"[('The', 'AT'), ('plane', 'NN'), ('of', 'IN'), ('the', 'AT'), ('action', 'NN'), ('in', 'IN'), ('the', 'AT'), ('scene', 'NN'), ('is', 'BE'), ('not', '*'), ('parallel', 'NN'), ('with', 'IN'), ('the', 'AT'), ('plane', 'NN'), ('of', 'IN'), ('the', 'AT'), ('film', 'NN'), ('in', 'IN'), ('the', 'AT'), ('camera', 'NN'), ('or', 'CC'), ('on', 'IN'), ('the', 'AT'), ('screen', 'NN'), ('.', '.')]"
9339,"[('This', 'DT'), ('character', 'NN'), ('could', 'MD'), ('break', 'VB'), ('him', 'PP'), ('in', 'IN'), ('half', 'NN'), ('.', '.')]"
